BLOCKCHAIN,TOKEN_NAME,HOUR,PRICE,INS_TIME
findora,findora,2024-01-03T17:00:00Z,0.001744496914,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T18:00:00Z,0.001799424155,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T19:00:00Z,0.001816724294,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T20:00:00Z,0.001807938823,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T21:00:00Z,0.001775990183,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T22:00:00Z,0.001731442411,2024-01-10T07:44:43.225Z
findora,findora,2024-01-03T23:00:00Z,0.001731675976,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T00:00:00Z,0.001757435264,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T01:00:00Z,0.001744428519,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T02:00:00Z,0.001737106298,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T03:00:00Z,0.001747030253,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T04:00:00Z,0.001767903739,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T05:00:00Z,0.001773042829,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T06:00:00Z,0.001780999913,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T07:00:00Z,0.001744627862,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T08:00:00Z,0.001796935348,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T09:00:00Z,0.001734406092,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T10:00:00Z,0.001736117808,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T11:00:00Z,0.001734619168,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T12:00:00Z,0.001738227513,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T13:00:00Z,0.001738392961,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T14:00:00Z,0.001740764283,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T15:00:00Z,0.001743468637,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T16:00:00Z,0.001741997267,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T17:00:00Z,0.001737667136,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T18:00:00Z,0.001799742735,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T19:00:00Z,0.001751379241,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T20:00:00Z,0.001757965675,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T21:00:00Z,0.001748239578,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T22:00:00Z,0.001744057873,2024-01-10T07:44:43.225Z
findora,findora,2024-01-04T23:00:00Z,0.00173902801,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T00:00:00Z,0.001738867697,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T01:00:00Z,0.0017464481,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T02:00:00Z,0.001770682582,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T03:00:00Z,0.001768044989,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T04:00:00Z,0.001755893525,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T05:00:00Z,0.001754164688,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T06:00:00Z,0.001765496267,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T07:00:00Z,0.001762659164,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T08:00:00Z,0.001770089806,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T09:00:00Z,0.001791944004,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T10:00:00Z,0.001797772745,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T11:00:00Z,0.001794676783,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T12:00:00Z,0.001795876185,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T13:00:00Z,0.001796203358,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T14:00:00Z,0.001794144378,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T15:00:00Z,0.001776882893,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T16:00:00Z,0.001787639785,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T17:00:00Z,0.001770739072,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T18:00:00Z,0.001748159505,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T19:00:00Z,0.001749762181,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T20:00:00Z,0.001753498249,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T21:00:00Z,0.001738992686,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T22:00:00Z,0.001743645239,2024-01-10T07:44:43.225Z
findora,findora,2024-01-05T23:00:00Z,0.001733906418,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T00:00:00Z,0.00173043902,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T01:00:00Z,0.001729929352,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T02:00:00Z,0.001729842689,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T03:00:00Z,0.001726476283,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T04:00:00Z,0.001725658419,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T05:00:00Z,0.001736047245,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T06:00:00Z,0.001786650383,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T07:00:00Z,0.001751852957,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T08:00:00Z,0.001778159569,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T09:00:00Z,0.001780880386,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T10:00:00Z,0.001773685985,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T11:00:00Z,0.001744883196,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T12:00:00Z,0.001743908122,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T13:00:00Z,0.001776795464,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T14:00:00Z,0.00174618127,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T15:00:00Z,0.001744083792,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T16:00:00Z,0.001761732833,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T17:00:00Z,0.001769191434,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T18:00:00Z,0.001768763435,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T19:00:00Z,0.001767010762,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T20:00:00Z,0.001769116213,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T21:00:00Z,0.001777060666,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T22:00:00Z,0.001778267816,2024-01-10T07:44:43.225Z
findora,findora,2024-01-06T23:00:00Z,0.001781925788,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T00:00:00Z,0.001778293196,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T01:00:00Z,0.001775648563,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T02:00:00Z,0.001789073618,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T03:00:00Z,0.001791981468,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T04:00:00Z,0.001806119276,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T05:00:00Z,0.001807266977,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T06:00:00Z,0.001823734278,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T07:00:00Z,0.001826005087,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T08:00:00Z,0.001819515524,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T09:00:00Z,0.001832197689,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T10:00:00Z,0.001827087477,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T11:00:00Z,0.001822906476,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T12:00:00Z,0.001824432013,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T13:00:00Z,0.001824250765,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T14:00:00Z,0.001819897368,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T15:00:00Z,0.001864232666,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T16:00:00Z,0.001856133837,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T17:00:00Z,0.00179318563,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T18:00:00Z,0.001743801073,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T19:00:00Z,0.001737399655,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T20:00:00Z,0.001726177542,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T21:00:00Z,0.001690989274,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T22:00:00Z,0.001674152403,2024-01-10T07:44:43.225Z
findora,findora,2024-01-07T23:00:00Z,0.001649846898,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T00:00:00Z,0.00165195357,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T01:00:00Z,0.001649925286,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T02:00:00Z,0.001652518753,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T03:00:00Z,0.001651450084,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T04:00:00Z,0.001629813965,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T05:00:00Z,0.001614889828,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T06:00:00Z,0.001619354608,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T07:00:00Z,0.001617037359,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T08:00:00Z,0.001612437688,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T09:00:00Z,0.001604555519,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T10:00:00Z,0.001605307564,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T11:00:00Z,0.001601760084,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T12:00:00Z,0.001606153486,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T13:00:00Z,0.001603132795,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T14:00:00Z,0.001601539792,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T15:00:00Z,0.001594694973,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T16:00:00Z,0.001599893198,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T17:00:00Z,0.001639580104,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T18:00:00Z,0.001635870715,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T19:00:00Z,0.00164626385,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T20:00:00Z,0.001668017695,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T21:00:00Z,0.001630662462,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T22:00:00Z,0.001614830015,2024-01-10T07:44:43.225Z
findora,findora,2024-01-08T23:00:00Z,0.001639200897,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T00:00:00Z,0.001625083072,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T01:00:00Z,0.001653934532,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T02:00:00Z,0.001599800772,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T03:00:00Z,0.001596089826,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T04:00:00Z,0.00159923944,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T05:00:00Z,0.001592104667,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T06:00:00Z,0.00152456363,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T07:00:00Z,0.001524739542,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T08:00:00Z,0.001522693126,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T09:00:00Z,0.001517004462,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T10:00:00Z,0.001502427326,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T11:00:00Z,0.001496339161,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T12:00:00Z,0.001493001587,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T13:00:00Z,0.001478484375,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T14:00:00Z,0.001543199734,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T15:00:00Z,0.001504537147,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T16:00:00Z,0.001518411232,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T17:00:00Z,0.001519477033,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T18:00:00Z,0.00152261581,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T19:00:00Z,0.001531364291,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T20:00:00Z,0.001520715851,2024-01-10T07:44:43.225Z
findora,findora,2024-01-09T20:00:00Z,0.001531447905,2024-01-10T07:44:43.225Z
vite,vicat,2024-01-07T01:00:00Z,1.398846652e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-02T21:00:00Z,2.183246027e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-02T22:00:00Z,2.12428843e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-02T23:00:00Z,2.082581573e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T00:00:00Z,2.072374559e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T01:00:00Z,2.090927619e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T02:00:00Z,2.072913116e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T03:00:00Z,2.034253608e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T04:00:00Z,2.055864607e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T05:00:00Z,2.038991124e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T06:00:00Z,2.066280881e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T07:00:00Z,2.041721668e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T08:00:00Z,2.006298336e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T09:00:00Z,2.004231697e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T10:00:00Z,2.08111694e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T11:00:00Z,2.043473299e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T12:00:00Z,1.97110454e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T13:00:00Z,1.730995437e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T14:00:00Z,1.649342854e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T15:00:00Z,1.62127707e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T16:00:00Z,1.673312632e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T17:00:00Z,1.677807061e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T18:00:00Z,1.735786449e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T19:00:00Z,1.729212834e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T20:00:00Z,1.722349513e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T21:00:00Z,1.747283715e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T22:00:00Z,1.750398861e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-03T23:00:00Z,1.726369812e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T00:00:00Z,1.730159879e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T01:00:00Z,1.740722385e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T02:00:00Z,1.71794275e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T03:00:00Z,1.756103556e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T04:00:00Z,1.783376039e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T05:00:00Z,1.76131885e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T06:00:00Z,1.756900231e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T07:00:00Z,1.754351348e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T08:00:00Z,1.710014343e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T09:00:00Z,1.697315552e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T10:00:00Z,1.69822675e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T11:00:00Z,1.69893906e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T12:00:00Z,1.700379483e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T13:00:00Z,1.739411864e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T14:00:00Z,1.743941812e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T15:00:00Z,1.77186647e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T16:00:00Z,1.759520406e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T17:00:00Z,1.731792035e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T18:00:00Z,1.721557261e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T19:00:00Z,1.727813592e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T20:00:00Z,1.716355114e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T21:00:00Z,1.736268671e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T22:00:00Z,1.734510107e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-04T23:00:00Z,1.723658768e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T00:00:00Z,1.736707421e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T01:00:00Z,1.735430566e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T02:00:00Z,1.698369573e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T03:00:00Z,1.668301429e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T04:00:00Z,1.648109852e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T05:00:00Z,1.644242257e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T06:00:00Z,1.663368938e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T07:00:00Z,1.683628996e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T08:00:00Z,1.683883228e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T09:00:00Z,1.684061008e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T10:00:00Z,1.73199214e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T11:00:00Z,1.680034836e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T12:00:00Z,1.674028599e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T13:00:00Z,1.699902895e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T14:00:00Z,1.734815825e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T15:00:00Z,1.679567338e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T16:00:00Z,1.673850192e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T17:00:00Z,1.655431245e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T18:00:00Z,1.675495129e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T19:00:00Z,1.665872392e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T20:00:00Z,1.677506825e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T21:00:00Z,1.705499569e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T22:00:00Z,1.704300683e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-05T23:00:00Z,1.709702243e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T00:00:00Z,1.742465699e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T01:00:00Z,1.731211536e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T02:00:00Z,1.721678162e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T03:00:00Z,1.713972789e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T04:00:00Z,1.684366135e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T05:00:00Z,1.67945775e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T06:00:00Z,1.570095342e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T07:00:00Z,1.557857067e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T08:00:00Z,1.575864625e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T09:00:00Z,1.56230551e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T10:00:00Z,1.563024129e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T11:00:00Z,1.564689258e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T12:00:00Z,1.593939484e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T13:00:00Z,1.580529375e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T14:00:00Z,1.593701127e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T15:00:00Z,1.597056258e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T16:00:00Z,1.618579682e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T17:00:00Z,1.632980516e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T18:00:00Z,1.629718715e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T19:00:00Z,1.626107152e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T20:00:00Z,1.601975356e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T21:00:00Z,1.598771498e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T22:00:00Z,1.572481364e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-06T23:00:00Z,1.569922255e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T00:00:00Z,1.572387991e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T01:00:00Z,1.60478729e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T02:00:00Z,1.584980451e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T03:00:00Z,1.58364508e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T04:00:00Z,1.600380922e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T05:00:00Z,1.611290251e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T06:00:00Z,1.621815395e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T07:00:00Z,1.617863178e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T08:00:00Z,1.61435176e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T09:00:00Z,1.57774786e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T10:00:00Z,1.564674718e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T11:00:00Z,1.5535273e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T12:00:00Z,1.566498932e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T13:00:00Z,1.559341555e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T14:00:00Z,1.593844997e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T15:00:00Z,1.60122966e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T16:00:00Z,1.579723516e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T17:00:00Z,1.560983444e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T18:00:00Z,1.555435988e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T19:00:00Z,1.569500756e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T20:00:00Z,1.593067319e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T21:00:00Z,1.582751872e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T22:00:00Z,1.561657097e-08,2024-01-10T07:44:43.225Z
vite,vita-inu,2024-01-07T23:00:00Z,1.506419563e-08,2024-01-10T07:44:43.225Z
